ano;RISP;AISP;CISP;munic;Regiao;hom_doloso;lesao_corp_morte;latrocinio;hom_interv_policial;estupro;roubo_rua;roubo_veiculo;roubo_carga;roubo_comercio;roubo_residencia;sequestro_relampago;estelionato;recuperacao_veiculos;pol_militares_mortos_serv;pol_civis_mortos_serv
2003;1;1;6;Rio de Janeiro;Capital;84;0;2;44;23;612;356;68;86;8;0;81;709;0;0
2003;1;1;7;Rio de Janeiro;Capital;18;0;1;7;7;58;215;7;11;10;0;14;174;0;0
2003;1;2;9;Rio de Janeiro;Capital;8;1;1;1;7;629;312;10;81;34;1;194;195;0;0
2003;1;2;10;Rio de Janeiro;Capital;11;0;1;1;11;619;174;8;97;35;0;246;132;0;0
2003;1;3;23;Rio de Janeiro;Capital;34;0;3;18;25;1201;1356;130;168;20;0;365;732;2;0
2003;1;3;24;Rio de Janeiro;Capital;66;0;4;10;22;576;983;75;105;13;0;114;745;0;0
2003;1;3;25;Rio de Janeiro;Capital;55;1;9;45;16;500;914;123;72;10;0;75;1163;2;1
2003;1;3;26;Rio de Janeiro;Capital;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0
2003;1;3;44;Rio de Janeiro;Capital;74;2;3;21;18;476;1049;161;88;9;0;62;897;0;0
2003;1;4;17;Rio de Janeiro;Capital;25;0;2;18;21;634;432;116;85;3;0;109;702;1;0
2003;1;5;1;Rio de Janeiro;Capital;2;0;0;0;4;760;59;43;146;1;0;854;46;0;0
2003;1;5;4;Rio de Janeiro;Capital;28;2;1;1;25;717;110;33;53;1;0;57;119;0;0
2003;1;5;5;Rio de Janeiro;Capital;8;0;0;2;10;197;21;6;33;5;0;89;32;0;0
2003;1;6;18;Rio de Janeiro;Capital;12;0;2;7;7;721;407;28;79;11;0;87;217;0;0
2003;1;6;19;Rio de Janeiro;Capital;18;0;2;16;12;664;421;42;133;35;0;257;243;1;0
2003;1;6;20;Rio de Janeiro;Capital;25;0;3;20;10;631;628;37;92;28;0;143;539;0;0
2003;1;13;5;Rio de Janeiro;Capital;10;0;2;1;17;648;51;22;104;12;0;331;68;0;0
2003;1;16;22;Rio de Janeiro;Capital;53;1;1;59;23;796;1507;154;183;19;0;119;1366;5;0
2003;1;16;38;Rio de Janeiro;Capital;66;0;2;49;13;574;1306;232;149;13;1;85;937;1;0
2003;1;17;37;Rio de Janeiro;Capital;67;0;1;37;30;739;1185;92;126;24;0;235;935;0;0
2003;1;19;12;Rio de Janeiro;Capital;5;0;0;11;12;366;31;3;60;40;0;214;77;0;0
2003;1;19;13;Rio de Janeiro;Capital;5;0;0;1;5;298;33;1;60;26;0;168;43;0;0
2003;1;22;21;Rio de Janeiro;Capital;185;2;4;61;39;1148;1621;188;157;18;0;189;1481;7;3
2003;1;23;14;Rio de Janeiro;Capital;8;0;1;2;8;560;150;2;105;47;1;242;143;1;0
2003;1;23;15;Rio de Janeiro;Capital;3;0;0;3;10;197;81;4;23;39;0;90;134;0;0
2003;2;9;27;Rio de Janeiro;Capital;82;2;3;20;8;670;1480;48;161;24;0;131;733;0;1
2003;2;9;28;Rio de Janeiro;Capital;81;2;5;40;19;538;730;36;114;8;0;116;485;2;0
2003;2;9;29;Rio de Janeiro;Capital;95;1;6;29;13;1165;703;40;163;5;0;157;319;0;0
2003;2;9;30;Rio de Janeiro;Capital;74;0;7;29;23;729;1028;44;96;17;0;94;511;1;0
2003;2;9;39;Rio de Janeiro;Capital;296;3;3;98;21;1069;1277;151;135;31;0;58;959;2;0
2003;2;9;40;Rio de Janeiro;Capital;77;1;4;22;16;525;699;113;91;13;0;79;816;1;0
2003;2;14;31;Rio de Janeiro;Capital;9;0;0;0;2;31;41;14;4;1;0;1;23;0;0
2003;2;14;33;Rio de Janeiro;Capital;116;0;4;5;33;595;678;65;73;10;0;123;464;0;0
2003;2;14;34;Rio de Janeiro;Capital;180;1;7;50;84;996;1158;162;141;38;0;190;1413;1;1
2003;2;18;32;Rio de Janeiro;Capital;78;2;1;14;58;567;407;84;124;47;5;173;497;4;0
2003;2;18;41;Rio de Janeiro;Capital;35;1;1;8;12;401;506;15;116;28;0;138;319;1;0
2003;2;27;36;Rio de Janeiro;Capital;222;1;1;27;81;459;338;100;108;30;0;118;380;0;0
2003;2;31;16;Rio de Janeiro;Capital;53;0;0;1;30;384;339;10;111;57;1;412;224;0;0
2003;2;31;35;Rio de Janeiro;Capital;89;0;1;1;30;279;285;24;55;14;0;76;208;0;0
2003;2;39;35;Rio de Janeiro;Capital;203;2;9;19;88;817;684;80;151;65;0;227;514;2;0
2003;2;39;43;Rio de Janeiro;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;3;15;59;Duque de Caxias;Baixada Fluminense;196;4;6;66;68;1546;1660;205;239;38;0;287;1153;0;0
2003;3;15;60;Duque de Caxias;Baixada Fluminense;180;0;0;21;40;410;409;50;93;11;0;21;435;0;0
2003;3;15;61;Duque de Caxias;Baixada Fluminense;33;0;0;0;8;22;59;8;15;7;0;6;97;0;0
2003;3;15;62;Duque de Caxias;Baixada Fluminense;118;0;1;26;26;189;207;28;63;20;0;28;180;0;0
2003;3;20;52;Nova Iguaçu;Baixada Fluminense;34;0;1;5;54;635;715;129;123;11;0;176;260;0;0
2003;3;20;53;Mesquita;Baixada Fluminense;77;2;1;15;30;293;228;27;65;13;0;48;267;0;0
2003;3;20;54;Belford Roxo;Baixada Fluminense;259;0;4;40;90;329;450;64;71;17;1;101;376;0;0
2003;3;20;56;Nova Iguaçu;Baixada Fluminense;246;0;0;18;37;220;387;28;78;22;1;21;243;0;0
2003;3;20;57;Nilópolis;Baixada Fluminense;79;2;7;10;27;479;389;22;104;12;0;99;342;0;0
2003;3;20;58;Nova Iguaçu;Baixada Fluminense;281;2;1;12;66;208;524;23;70;21;0;38;428;0;0
2003;3;20;64;São João de Meriti;Baixada Fluminense;60;1;3;11;24;146;197;26;40;3;0;58;203;2;0
2003;3;21;64;São João de Meriti;Baixada Fluminense;156;0;4;11;66;515;471;53;106;27;0;141;507;0;0
2003;3;24;48;Seropédica;Baixada Fluminense;45;0;3;0;11;37;102;48;13;21;0;22;72;0;0
2003;3;24;50;Itaguaí;Baixada Fluminense;87;0;2;6;17;91;67;5;32;48;0;54;90;0;0
2003;3;24;51;Paracambi;Baixada Fluminense;11;0;0;1;7;17;25;20;1;2;0;30;17;0;0
2003;3;24;55;"Queimados;Japeri";Baixada Fluminense;151;0;2;8;48;128;109;57;34;17;0;50;105;0;0
2003;3;34;65;"Magé;Guapimirim";Baixada Fluminense;28;0;1;0;12;56;88;30;18;32;0;16;107;0;0
2003;3;34;66;Magé;Baixada Fluminense;53;0;0;5;17;58;68;9;18;18;0;19;54;0;0
2003;3;34;121;Casimiro de Abreu;Interior;3;0;0;0;1;1;6;3;1;1;0;2;9;0;0
2003;3;34;122;Conceição de Macabú;Interior;1;0;0;0;1;1;2;1;1;0;0;0;12;0;0
2003;3;34;123;"Macaé;Quissamã;Carapebus";Interior;20;0;1;1;6;44;33;10;12;3;0;23;51;0;0
2003;3;34;128;Rio das Ostras;Interior;10;0;0;2;10;18;19;1;5;4;0;10;26;0;0
2003;4;7;72;São Gonçalo;Grande Niterói;116;3;1;10;55;558;424;33;134;31;0;121;599;0;0
2003;4;7;73;São Gonçalo;Grande Niterói;85;0;1;24;14;240;222;11;79;20;1;75;519;0;0
2003;4;7;74;São Gonçalo;Grande Niterói;123;1;3;18;57;923;336;25;107;27;0;86;427;0;0
2003;4;7;75;São Gonçalo;Grande Niterói;79;0;1;4;17;175;123;7;37;16;0;31;173;0;0
2003;4;12;76;Niterói;Grande Niterói;41;0;0;5;30;946;172;33;258;10;1;207;162;0;0
2003;4;12;77;Niterói;Grande Niterói;23;2;2;8;11;545;214;5;110;11;1;113;145;0;0
2003;4;12;78;Niterói;Grande Niterói;59;1;2;29;33;430;269;24;101;22;11;73;369;1;0
2003;4;12;79;Niterói;Grande Niterói;51;0;3;3;9;153;87;5;33;16;0;38;75;0;0
2003;4;12;81;Niterói;Grande Niterói;26;0;0;1;14;126;78;0;49;58;0;77;92;1;0
2003;4;12;82;Maricá;Grande Niterói;47;0;0;1;15;91;62;14;49;28;0;64;113;0;0
2003;4;25;118;Araruama;Interior;41;0;1;1;29;62;52;9;31;34;0;68;78;0;0
2003;4;25;124;Saquarema;Interior;28;0;0;1;16;35;31;4;20;12;0;26;62;0;0
2003;4;25;125;São Pedro da Aldeia;Interior;38;0;2;2;18;71;27;9;43;17;0;36;54;0;0
2003;4;25;126;"Cabo Frio;Arraial do Cabo";Interior;80;0;2;1;47;350;69;8;97;35;0;117;144;0;0
2003;4;25;127;Armação dos Búzios;Interior;32;0;1;0;12;40;20;1;24;25;0;40;67;0;0
2003;4;25;129;Iguaba Grande;Interior;2;0;0;0;1;7;7;3;6;3;0;15;6;0;0
2003;4;35;71;"Itaboraí;Tanguá";Interior;167;3;2;7;39;431;283;100;100;69;0;99;365;2;0
2003;4;35;119;Rio Bonito;Interior;9;0;0;1;9;44;43;17;13;13;0;22;56;0;0
2003;4;35;120;Silva Jardim;Interior;17;0;1;0;4;4;22;15;6;2;0;4;13;0;0
2003;4;35;159;Cachoeiras de Macacu;Interior;21;0;1;0;12;13;13;2;8;18;0;12;18;0;0
2003;5;10;88;Barra do Pirai;Interior;20;0;1;0;15;25;10;3;19;5;0;30;28;0;0
2003;5;10;91;Valença;Interior;8;0;0;0;16;10;4;0;4;3;0;32;14;0;0
2003;5;10;92;Rio das Flores;Interior;1;0;0;0;4;2;2;0;0;0;0;1;5;0;0
2003;5;10;94;"Piraí;Pinheiral";Interior;9;0;2;0;9;8;53;41;12;3;0;8;24;0;0
2003;5;10;95;Vassouras;Interior;8;0;0;0;7;6;12;7;5;4;0;12;20;0;1
2003;5;10;96;"Miguel Pereira;Paty dos Alferes";Interior;18;0;1;0;18;5;3;0;7;6;0;16;8;0;0
2003;5;10;97;Mendes;Interior;1;0;0;0;2;8;3;0;2;1;0;8;13;0;0
2003;5;10;98;Engenheiro Paulo de Frontin;Interior;3;0;0;0;5;2;1;1;0;1;0;0;4;0;0
2003;5;10;107;Paraíba do Sul;Interior;1;0;0;0;2;0;2;1;1;0;0;6;10;0;0
2003;5;10;108;"Comendador Levy Gasparian;Areal;Três Rios";Interior;9;0;0;0;6;25;14;8;13;1;0;15;14;0;0
2003;5;10;109;Sapucaia;Interior;3;0;0;0;2;1;6;2;1;1;0;0;1;0;0
2003;5;10;168;Rio Claro;Interior;3;1;0;0;4;3;1;2;3;4;0;2;5;0;0
2003;5;28;89;Resende;Interior;9;0;0;0;3;48;12;4;30;2;0;17;27;0;0
2003;5;28;90;Barra Mansa;Interior;35;1;2;0;21;109;52;20;81;14;0;68;85;0;0
2003;5;28;93;Volta Redonda;Interior;66;1;0;2;48;245;84;19;136;22;0;109;158;0;0
2003;5;28;99;Itatiaia;Interior;2;0;0;1;3;7;3;2;4;2;0;3;2;0;0
2003;5;28;100;"Porto Real;Quatis";Interior;4;0;0;0;6;14;0;1;5;2;0;8;9;0;0
2003;5;33;165;Mangaratiba;Interior;7;0;1;0;3;10;6;0;8;3;0;13;20;0;0
2003;5;33;166;Angra dos Reis;Interior;51;0;2;1;22;79;13;0;44;18;0;77;42;0;0
2003;5;33;167;Paraty;Interior;8;0;0;0;2;9;3;0;15;3;0;14;9;0;0
2003;5;34;65;"Magé;Guapimirim";Baixada Fluminense;13;0;0;0;3;26;20;9;9;6;0;12;19;0;0
2003;5;34;66;Magé;Baixada Fluminense;27;0;0;1;4;29;21;3;3;4;0;9;25;0;0
2003;5;37;89;Resende;Interior;40;0;0;0;8;154;34;9;94;9;0;61;56;0;0
2003;5;37;99;Itatiaia;Interior;6;0;0;1;6;18;5;4;23;2;0;6;13;0;0
2003;5;37;135;Itaocara;Interior;3;0;0;0;2;2;0;0;0;0;0;0;3;0;0
2003;5;37;136;"Santo Antônio de Pádua;Aperibé";Interior;0;0;0;0;4;0;1;1;4;0;0;1;4;0;0
2003;5;37;137;Miracema;Interior;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0
2003;5;37;142;Cambuci;Interior;0;0;0;0;0;1;2;0;0;3;0;1;2;0;0
2003;5;37;155;São Sebastião do Alto;Interior;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
2003;6;8;134;Campos dos Goytacazes;Interior;76;1;0;2;29;535;93;21;146;38;0;122;173;2;0
2003;6;8;141;São Fidélis;Interior;7;0;0;0;7;3;6;1;4;2;0;12;5;0;0
2003;6;8;145;São João da Barra;Interior;4;0;0;0;5;10;1;1;2;3;0;5;11;0;0
2003;6;8;146;Campos dos Goytacazes;Interior;22;0;1;0;7;42;12;4;29;4;0;6;21;0;0
2003;6;8;146;"Campos dos Goytacazes;São Francisco de Itabapoana";Interior;59;1;1;0;13;94;31;2;37;8;0;7;55;0;0
2003;6;8;147;São Francisco de Itabapoana;Interior;0;0;0;0;8;1;0;0;1;0;0;1;2;0;0
2003;6;29;138;Laje do Muriaé;Interior;0;0;1;0;1;2;0;0;0;2;0;0;2;0;0
2003;6;29;139;Porciúncula;Interior;0;0;0;0;7;1;0;0;0;0;0;3;0;0;0
2003;6;29;140;"Natividade;Varre-Sai";Interior;0;0;0;0;6;0;0;0;0;0;0;3;1;0;0
2003;6;29;143;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";Interior;25;1;0;0;18;31;9;4;9;10;0;58;31;1;0
2003;6;29;144;Bom Jesus de Itabapoana;Interior;1;1;0;0;5;5;0;0;1;0;0;18;6;0;0
2003;6;32;121;Casimiro de Abreu;Interior;1;0;0;0;3;3;17;15;3;3;0;4;14;0;0
2003;6;32;122;Conceição de Macabú;Interior;1;0;0;0;2;5;10;8;9;3;0;6;20;0;0
2003;6;32;123;"Macaé;Quissamã;Carapebus";Interior;83;0;1;2;26;170;54;28;69;27;0;60;138;0;0
2003;6;32;128;Rio das Ostras;Interior;13;0;1;2;19;53;41;6;15;24;1;37;35;0;0
2003;6;32;165;Mangaratiba;Interior;7;0;0;0;1;4;3;1;1;0;0;3;11;0;0
2003;6;32;166;Angra dos Reis;Interior;14;0;0;0;8;24;6;4;10;3;0;19;9;0;0
2003;6;32;167;Paraty;Interior;4;0;0;0;2;4;3;0;4;2;0;5;4;0;0
2003;6;36;16;Rio de Janeiro;Capital;14;0;1;0;20;155;146;7;40;25;0;175;78;0;0
2003;6;36;135;Itaocara;Interior;2;0;1;0;0;2;1;1;0;1;0;1;10;0;0
2003;6;36;136;"Santo Antônio de Pádua;Aperibé";Interior;2;0;0;0;2;2;3;1;8;4;0;16;11;0;0
2003;6;36;137;Miracema;Interior;0;0;0;0;5;3;0;0;2;0;0;9;6;0;0
2003;6;36;142;Cambuci;Interior;1;0;0;0;7;1;0;0;0;1;0;6;2;0;0
2003;6;36;155;São Sebastião do Alto;Interior;1;0;0;0;1;0;1;1;0;0;0;0;3;0;0
2003;7;11;111;Sumidouro;Interior;1;0;0;0;4;2;3;1;1;1;0;2;10;0;0
2003;7;11;112;Carmo;Interior;1;0;0;0;4;2;4;3;1;0;0;7;6;0;0
2003;7;11;151;Nova Friburgo;Interior;53;0;3;3;26;110;24;3;30;18;0;141;117;0;0
2003;7;11;152;Duas Barras;Interior;1;0;0;0;2;2;1;0;1;1;0;0;1;0;0
2003;7;11;153;Cantagalo;Interior;0;0;0;0;3;3;3;0;5;2;0;5;7;0;0
2003;7;11;154;"Cordeiro;Macuco";Interior;2;0;0;0;7;3;2;1;5;2;0;8;10;0;0
2003;7;11;156;Santa Maria Madalena;Interior;2;0;0;0;2;0;1;0;1;3;0;9;3;0;0
2003;7;11;157;Trajano de Morais;Interior;2;0;0;0;2;0;2;1;0;4;0;2;2;0;0
2003;7;11;158;Bom Jardim;Interior;11;0;0;0;0;3;3;2;4;6;0;5;8;0;0
2003;7;11;159;Cachoeiras de Macacu;Interior;2;0;0;0;5;3;3;0;1;2;0;7;5;0;0
2003;7;26;105;Petrópolis;Interior;21;0;1;3;28;150;43;20;50;17;0;131;69;0;0
2003;7;26;106;Petrópolis;Interior;10;1;1;1;8;22;11;6;16;3;0;28;36;0;0
2003;7;30;104;São José do Vale do Rio Preto;Interior;0;0;0;0;2;2;2;1;1;2;0;8;9;0;0
2003;7;30;110;Teresópolis;Interior;29;0;0;2;30;71;37;7;36;15;0;123;79;0;0
2003;7;38;107;Paraíba do Sul;Interior;7;1;0;1;8;8;7;1;7;1;0;6;9;0;0
2003;7;38;108;"Comendador Levy Gasparian;Areal;Três Rios";Interior;16;0;1;1;16;58;37;23;32;2;0;30;33;0;0
2003;7;38;109;Sapucaia;Interior;1;1;0;0;0;1;19;19;2;1;0;7;8;0;0
2004;1;1;6;Rio de Janeiro;Capital;97;2;1;52;33;712;336;56;83;8;0;115;680;6;0
2004;1;1;7;Rio de Janeiro;Capital;21;0;0;2;4;144;219;13;16;17;0;11;120;0;0
2004;1;2;9;Rio de Janeiro;Capital;22;2;2;2;27;666;276;11;62;25;0;211;136;0;0
2004;1;2;10;Rio de Janeiro;Capital;14;0;0;1;13;642;141;4;86;14;0;267;64;0;0
2004;1;3;23;Rio de Janeiro;Capital;16;2;5;14;18;1398;880;136;122;25;0;338;616;2;0
2004;1;3;24;Rio de Janeiro;Capital;47;2;3;20;28;739;919;89;72;23;0;126;646;0;0
2004;1;3;25;Rio de Janeiro;Capital;42;1;9;37;16;559;774;176;64;17;0;91;871;0;0
2004;1;3;26;Rio de Janeiro;Capital;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2004;1;3;44;Rio de Janeiro;Capital;49;0;3;18;16;530;983;322;72;10;0;56;766;2;0
2004;1;4;17;Rio de Janeiro;Capital;45;0;6;14;15;788;690;211;105;5;0;112;618;2;0
2004;1;5;1;Rio de Janeiro;Capital;8;0;2;1;8;662;47;25;101;2;0;765;26;0;0
2004;1;5;4;Rio de Janeiro;Capital;30;0;0;5;18;1023;147;64;56;3;0;73;206;0;0
2004;1;6;18;Rio de Janeiro;Capital;16;0;2;6;13;863;530;35;63;9;0;140;223;4;0
2004;1;6;19;Rio de Janeiro;Capital;18;0;3;10;16;731;533;31;112;20;0;265;394;0;0
2004;1;6;20;Rio de Janeiro;Capital;20;1;4;13;26;762;604;53;85;28;0;150;392;0;0
2004;1;13;5;Rio de Janeiro;Capital;17;0;0;1;23;849;111;29;113;11;0;535;95;0;0
2004;1;16;22;Rio de Janeiro;Capital;54;1;6;18;18;870;1424;197;201;14;0;180;1210;2;0
2004;1;16;38;Rio de Janeiro;Capital;75;1;5;45;31;572;1371;209;150;16;0;94;795;1;0
2004;1;17;37;Rio de Janeiro;Capital;80;0;2;32;31;711;849;64;79;32;0;203;629;1;0
2004;1;19;12;Rio de Janeiro;Capital;11;0;5;7;18;333;19;3;80;20;0;307;40;0;0
2004;1;19;13;Rio de Janeiro;Capital;5;0;1;2;8;265;35;0;60;16;1;173;40;1;0
2004;1;22;21;Rio de Janeiro;Capital;209;1;9;97;27;1105;1520;349;107;18;1;210;1499;7;0
2004;1;23;14;Rio de Janeiro;Capital;7;0;0;0;9;523;93;2;77;28;5;285;94;1;0
2004;1;23;15;Rio de Janeiro;Capital;30;0;2;14;17;189;67;5;18;19;0;95;97;2;0
2004;2;9;27;Rio de Janeiro;Capital;67;1;2;15;19;777;1434;54;150;17;0;218;601;0;0
2004;2;9;28;Rio de Janeiro;Capital;67;0;2;19;24;709;758;38;89;22;0;126;417;0;0
2004;2;9;29;Rio de Janeiro;Capital;92;0;4;22;24;1407;719;46;141;13;2;295;435;0;0
2004;2;9;30;Rio de Janeiro;Capital;66;3;2;24;39;895;954;77;82;9;0;107;427;4;0
2004;2;9;39;Rio de Janeiro;Capital;270;1;3;58;49;1145;1920;224;116;22;0;82;1207;3;0
2004;2;9;40;Rio de Janeiro;Capital;55;0;4;19;12;534;802;142;87;12;0;60;880;1;0
2004;2;14;31;Rio de Janeiro;Capital;0;0;0;1;1;20;38;6;9;0;0;4;15;0;0
2004;2;14;33;Rio de Janeiro;Capital;139;0;2;2;41;611;862;80;92;31;2;147;608;1;0
2004;2;14;34;Rio de Janeiro;Capital;233;1;2;40;78;932;957;105;94;29;0;238;1128;0;0
2004;2;18;32;Rio de Janeiro;Capital;86;2;2;6;59;496;401;65;130;27;0;199;475;0;0
2004;2;18;41;Rio de Janeiro;Capital;52;0;0;4;23;551;683;14;110;28;0;188;327;0;0
2004;2;27;36;Rio de Janeiro;Capital;238;0;7;29;105;496;363;92;61;43;0;146;352;1;0
2004;2;31;16;Rio de Janeiro;Capital;50;1;1;1;32;577;383;10;134;69;2;743;256;0;0
2004;2;39;35;Rio de Janeiro;Capital;275;2;1;24;140;1196;841;92;185;74;0;360;484;0;0
2004;2;39;43;Rio de Janeiro;Capital;30;0;1;1;12;17;33;1;5;11;0;12;45;0;0
2004;3;15;59;Duque de Caxias;Baixada Fluminense;188;0;5;23;78;1993;1756;296;225;46;0;312;1215;1;0
2004;3;15;60;Duque de Caxias;Baixada Fluminense;168;1;5;6;47;452;568;49;60;41;0;34;429;0;0
2004;3;15;61;Duque de Caxias;Baixada Fluminense;24;0;3;0;8;24;63;10;4;4;0;9;45;0;0
2004;3;15;62;Duque de Caxias;Baixada Fluminense;94;0;3;13;27;315;334;57;38;15;0;36;195;0;0
2004;3;20;52;Nova Iguaçu;Baixada Fluminense;34;0;3;13;45;724;607;123;96;20;0;244;161;0;0
2004;3;20;53;Mesquita;Baixada Fluminense;75;0;3;15;30;364;197;20;53;4;0;79;209;0;0
2004;3;20;54;Belford Roxo;Baixada Fluminense;282;0;0;42;79;415;331;88;58;21;0;109;258;0;0
2004;3;20;56;Nova Iguaçu;Baixada Fluminense;170;1;2;29;47;178;243;31;51;15;0;16;171;0;0
2004;3;20;57;Nilópolis;Baixada Fluminense;83;0;2;9;27;558;337;26;88;17;1;150;328;2;0
2004;3;20;58;Nova Iguaçu;Baixada Fluminense;260;3;4;6;63;270;328;25;61;29;4;63;238;0;0
2004;3;21;64;São João de Meriti;Baixada Fluminense;197;0;3;12;96;723;651;97;135;32;0;155;803;0;0
2004;3;24;48;Seropédica;Baixada Fluminense;45;0;1;1;13;37;97;34;13;16;2;33;52;0;0
2004;3;24;50;Itaguaí;Baixada Fluminense;79;0;2;1;26;93;47;6;32;25;1;50;96;1;0
2004;3;24;51;Paracambi;Baixada Fluminense;8;0;0;0;12;25;19;21;7;3;0;20;11;0;0
2004;3;24;55;Queimados;Baixada Fluminense;96;0;1;2;39;99;64;28;20;9;1;57;59;0;0
2004;3;24;63;Japeri;Baixada Fluminense;35;0;0;0;18;16;11;2;7;6;0;6;12;0;0
2004;3;34;65;"Magé;Guapimirim";Baixada Fluminense;50;0;3;0;34;86;100;36;35;20;0;49;107;0;0
2004;3;34;66;Magé;Baixada Fluminense;60;0;0;4;19;97;105;7;17;12;0;20;69;0;0
2004;4;7;72;São Gonçalo;Grande Niterói;118;0;1;23;47;507;289;37;99;25;0;195;456;0;0
2004;4;7;73;São Gonçalo;Grande Niterói;57;0;0;4;27;273;197;12;53;13;0;105;443;0;0
2004;4;7;74;São Gonçalo;Grande Niterói;109;1;3;7;74;983;307;25;101;31;0;125;328;0;0
2004;4;7;75;São Gonçalo;Grande Niterói;90;0;1;0;25;246;89;7;41;11;0;36;140;0;0
2004;4;12;76;Niterói;Grande Niterói;33;1;0;8;22;808;170;23;135;9;2;277;148;0;0
2004;4;12;77;Niterói;Grande Niterói;14;0;3;3;12;548;114;3;54;14;1;124;95;1;0
2004;4;12;78;Niterói;Grande Niterói;82;0;1;27;29;426;246;12;65;15;9;75;287;0;0
2004;4;12;79;Niterói;Grande Niterói;36;0;0;3;22;154;78;3;14;19;0;33;45;1;0
2004;4;12;81;Niterói;Grande Niterói;26;0;1;0;11;159;89;1;28;42;0;78;59;0;0
2004;4;12;82;Maricá;Grande Niterói;28;0;0;1;35;82;70;10;30;29;0;58;78;0;0
2004;4;25;118;Araruama;Interior;51;0;1;4;24;87;49;6;21;38;0;124;72;0;0
2004;4;25;124;Saquarema;Interior;36;0;2;4;13;17;24;4;6;11;0;48;44;0;0
2004;4;25;125;São Pedro da Aldeia;Interior;30;0;0;1;28;84;18;3;22;23;0;54;76;0;0
2004;4;25;126;"Cabo Frio;Arraial do Cabo";Interior;77;0;1;4;30;311;60;2;75;33;1;103;110;0;0
2004;4;25;127;Armação dos Búzios;Interior;34;0;0;0;15;60;12;3;23;17;0;45;41;0;0
2004;4;25;129;Iguaba Grande;Interior;3;0;0;0;4;17;7;3;9;7;0;6;15;0;0
2004;4;35;71;"Itaboraí;Tanguá";Interior;149;0;8;9;48;439;268;78;74;46;0;87;235;0;0
2004;4;35;119;Rio Bonito;Interior;9;0;1;0;10;71;43;21;13;9;0;20;44;0;0
2004;4;35;120;Silva Jardim;Interior;8;0;0;0;7;5;18;6;5;10;0;14;14;0;0
2004;4;35;159;Cachoeiras de Macacu;Interior;22;0;0;1;25;7;11;1;6;30;0;26;9;0;0
2004;5;10;88;Barra do Pirai;Interior;22;1;0;0;25;15;12;12;10;3;0;24;24;0;0
2004;5;10;91;Valença;Interior;3;0;0;0;13;20;2;0;6;6;0;35;9;0;0
2004;5;10;92;Rio das Flores;Interior;1;0;0;0;1;0;0;0;1;0;0;2;1;0;0
2004;5;10;94;Piraí;Interior;8;0;0;0;5;3;23;46;1;1;0;17;16;0;0
2004;5;10;95;Vassouras;Interior;8;0;0;0;4;9;8;1;4;2;0;10;10;0;0
2004;5;10;96;"Miguel Pereira;Paty dos Alferes";Interior;9;0;0;0;16;3;2;0;1;5;0;20;14;0;0
2004;5;10;97;Mendes;Interior;1;0;0;0;5;6;0;1;0;2;0;14;6;0;0
2004;5;10;98;Engenheiro Paulo de Frontin;Interior;1;0;0;0;1;0;0;0;1;0;0;2;1;0;0
2004;5;10;101;Pinheiral;Interior;6;0;0;0;5;7;2;0;4;2;0;5;3;0;0
2004;5;10;168;Rio Claro;Interior;3;0;0;0;3;2;0;0;0;1;0;3;2;0;0
2004;5;28;90;Barra Mansa;Interior;51;0;0;4;15;71;41;22;45;11;1;62;68;0;0
2004;5;28;93;Volta Redonda;Interior;73;0;0;2;46;180;49;10;95;24;0;101;131;0;0
2004;5;28;100;"Porto Real;Quatis";Interior;2;0;0;0;8;7;6;2;6;0;0;4;5;0;0
2004;5;33;165;Mangaratiba;Interior;8;0;1;0;10;9;11;7;6;1;0;27;35;0;0
2004;5;33;166;Angra dos Reis;Interior;64;0;0;1;22;125;14;8;40;26;0;76;48;0;0
2004;5;33;167;Paraty;Interior;15;0;0;0;7;22;2;0;22;6;0;35;13;0;0
2004;5;37;89;Resende;Interior;27;1;0;2;18;130;62;22;91;16;0;61;97;0;0
2004;5;37;99;Itatiaia;Interior;8;1;0;0;8;19;8;6;7;6;0;18;13;0;0
2004;6;8;134;Campos dos Goytacazes;Interior;49;0;4;0;34;460;55;27;79;25;1;194;99;0;0
2004;6;8;141;São Fidélis;Interior;5;0;0;0;2;8;5;4;1;2;0;14;7;0;0
2004;6;8;145;São João da Barra;Interior;5;0;0;1;4;6;2;0;2;5;0;5;7;0;0
2004;6;8;146;Campos dos Goytacazes;Interior;73;2;1;3;21;118;22;12;43;15;0;18;40;0;0
2004;6;8;147;São Francisco de Itabapoana;Interior;12;0;0;0;15;2;1;1;3;10;0;4;11;1;0
2004;6;29;138;Laje do Muriaé;Interior;0;0;0;0;0;1;0;0;0;0;0;6;0;0;0
2004;6;29;139;Porciúncula;Interior;1;1;0;0;8;3;0;0;1;3;0;10;4;0;0
2004;6;29;140;"Natividade;Varre-Sai";Interior;2;0;0;0;7;1;0;0;0;1;0;21;3;0;0
2004;6;29;143;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";Interior;18;1;0;2;31;27;6;4;11;2;0;103;34;0;0
